,TCGA.77.A5G6.01A,TCGA.22.4609.01A,TCGA.56.A4BY.01A,TCGA.63.6202.01A,TCGA.66.2786.01A,TCGA.66.2766.01A,TCGA.56.7822.01A,TCGA.39.5011.01A,TCGA.77.8139.01A,TCGA.21.1078.01A,TCGA.22.5474.01A,TCGA.33.4533.01A,TCGA.NC.A5HR.01A,TCGA.33.4586.01A,TCGA.33.4583.01A,TCGA.39.5037.01A,TCGA.60.2714.01A,TCGA.60.2725.01A,TCGA.22.5472.01A,TCGA.22.4591.01A,TCGA.56.8625.01A,TCGA.98.8022.01A,TCGA.85.8276.01A,TCGA.46.3766.01A,TCGA.56.7221.01A,TCGA.60.2709.01A,TCGA.66.2765.01A,TCGA.66.2787.01A,TCGA.90.7964.01A,TCGA.18.3407.01A,TCGA.77.7142.01A,TCGA.63.A5MG.01A,TCGA.34.2600.01A,TCGA.21.5787.01A,TCGA.NK.A7XE.01A,TCGA.94.7943.01A,TCGA.22.4595.01A,TCGA.77.8154.01A,TCGA.NC.A5HK.01A,TCGA.18.3411.01A,TCGA.63.A5MY.01A,TCGA.43.6771.01A,TCGA.NC.A5HG.01A,TCGA.LA.A446.01A,TCGA.96.A4JL.01A,TCGA.98.8021.01A,TCGA.22.4594.01A,TCGA.66.2790.01A,TCGA.85.A50Z.01A,TCGA.56.A62T.01A,TCGA.22.4605.01A,TCGA.66.2791.01A,TCGA.94.A5I4.01A,TCGA.77.A5GF.01A,TCGA.60.2719.01A,TCGA.34.2608.01A,TCGA.22.5482.01A,TCGA.18.3416.01A,TCGA.39.5040.01A,TCGA.39.5024.01A,TCGA.43.2578.01A,TCGA.43.7656.01A,TCGA.66.2793.01A,TCGA.56.7579.01A,TCGA.56.A4BX.01A,TCGA.NC.A5HM.01A,TCGA.58.A46N.01A,TCGA.77.8133.01A,TCGA.77.7140.01A,TCGA.68.A59J.01A,TCGA.77.6843.01A,TCGA.18.3417.01A,TCGA.77.8007.01A,TCGA.18.4086.01A,TCGA.18.3408.01A,TCGA.21.5783.01A,TCGA.60.2720.01A,TCGA.34.7107.01A,TCGA.33.AASJ.01A,TCGA.94.8490.01A,TCGA.77.7139.01A,TCGA.98.A53C.01A,TCGA.98.A53I.01A,TCGA.21.5784.01A,TCGA.56.6546.01A,TCGA.58.8393.01A,TCGA.56.7223.01A,TCGA.33.4582.01A,TCGA.33.4566.01A,TCGA.37.3789.01A,TCGA.77.6845.01A,TCGA.60.2708.01A,TCGA.60.2697.01A,TCGA.63.A5MI.01A,TCGA.56.7580.01A,TCGA.43.A475.01A,TCGA.77.8136.01A,TCGA.21.A5DI.01A,TCGA.85.8052.01A,TCGA.21.1080.01A,TCGA.77.A5FZ.01A,TCGA.66.2737.01A,TCGA.34.8456.01A,TCGA.85.A4PA.01A,TCGA.85.8355.01A,TCGA.66.2742.01A,TCGA.56.8626.01A,TCGA.77.8140.01A,TCGA.22.4601.01A,TCGA.92.8064.01A,TCGA.22.5481.01A,TCGA.85.7950.01A,TCGA.58.8386.01A,TCGA.43.5668.01A,TCGA.85.8350.01A,TCGA.56.A49D.01A,TCGA.21.5782.01A,TCGA.77.8143.01A,TCGA.85.7698.01A,TCGA.85.8666.01A,TCGA.56.8503.01A,TCGA.34.5927.01A,TCGA.85.A513.01A,TCGA.NK.A5CX.01A,TCGA.77.A5G8.01B,TCGA.63.5131.01A,TCGA.77.A5GH.01A,TCGA.85.A4CL.01A,TCGA.MF.A522.01A,TCGA.66.2755.01A,TCGA.77.7463.01A,TCGA.68.7755.01A,TCGA.NK.A5CT.01A,TCGA.NC.A5HI.01A,TCGA.63.A5MJ.01A,TCGA.77.A5G1.01A,TCGA.18.3412.01A,TCGA.39.5031.01A,TCGA.22.5480.01A,TCGA.94.8491.01A,TCGA.85.6798.01A,TCGA.85.8584.01A,TCGA.66.2770.01A,TCGA.85.6175.01A,TCGA.60.2704.01A,TCGA.60.2716.01A,TCGA.21.1083.01A,TCGA.56.8629.01A,TCGA.43.8116.01A,TCGA.33.4589.01A,TCGA.63.A5MR.01A,TCGA.90.A4ED.01A,TCGA.63.5128.01A,TCGA.O2.A52N.01A,TCGA.33.A5GW.01A,TCGA.60.2721.01A,TCGA.90.A4EE.01A,TCGA.22.5483.01A,TCGA.68.A59I.01A,TCGA.98.A53D.01A,TCGA.52.7812.01A,TCGA.39.5036.01A,TCGA.63.A5MP.01A,TCGA.77.A5G3.01A,TCGA.77.8138.01A,TCGA.46.6026.01A,TCGA.85.7699.01A,TCGA.85.8354.01A,TCGA.85.8582.01A,TCGA.39.5022.01A,TCGA.34.2596.01A,TCGA.XC.AA0X.01A,TCGA.56.8623.01A,TCGA.66.2777.01A,TCGA.56.7823.01B,TCGA.68.8251.01A,TCGA.66.2734.01A,TCGA.77.8153.01A,TCGA.85.A4QR.01A,TCGA.85.A4QQ.01A,TCGA.22.4593.01A,TCGA.66.2771.01A,TCGA.58.8391.01A,TCGA.77.8008.01A,TCGA.60.2706.01A,TCGA.34.8454.01A,TCGA.L3.A524.01A,TCGA.51.4079.01A,TCGA.39.5021.01A,TCGA.56.7222.01A,TCGA.66.2783.01A,TCGA.22.4596.01A,TCGA.37.4133.01A,TCGA.46.3768.01A,TCGA.63.A5MS.01A,TCGA.85.8288.01A,TCGA.66.2794.01A,TCGA.56.8307.01A,TCGA.L3.A4E7.01A,TCGA.56.5897.01A,TCGA.58.8388.01A,TCGA.60.2712.01A,TCGA.34.5929.01A,TCGA.34.A5IX.01A,TCGA.56.8083.01A,TCGA.33.AAS8.01A,TCGA.18.3410.01A,TCGA.60.2713.01A,TCGA.66.2789.01A,TCGA.34.5234.01A,TCGA.37.A5EL.01A,TCGA.O2.A5IB.01A,TCGA.43.A56U.01A,TCGA.NC.A5HF.01A,TCGA.37.A5EN.01A,TCGA.56.A4BW.01A,TCGA.66.2753.01A,TCGA.85.8664.01A,TCGA.77.8156.01A,TCGA.34.8455.01A,TCGA.63.A5M9.01A,TCGA.66.2759.01A,TCGA.56.7582.01A,TCGA.96.7545.01A,TCGA.85.6561.01A,TCGA.6A.AB49.01A,TCGA.85.7696.01A,TCGA.43.3920.01A,TCGA.56.8305.01A,TCGA.58.A46J.01A,TCGA.46.3769.01A,TCGA.NK.A5D1.01A,TCGA.18.3415.01A,TCGA.63.A5MT.01A,TCGA.66.2795.01A,TCGA.37.4135.01A,TCGA.90.6837.01A,TCGA.63.A5MV.01A,TCGA.85.8352.01A,TCGA.77.A5GB.01B,TCGA.70.6723.01A,TCGA.85.7697.01A,TCGA.63.A5MM.01A,TCGA.43.A474.01A,TCGA.66.2754.01A,TCGA.56.8622.01A,TCGA.18.3406.01A,TCGA.22.5485.01A,TCGA.66.2767.01A,TCGA.85.7843.01A,TCGA.85.8351.01A,TCGA.34.5241.01A,TCGA.39.5039.01A,TCGA.66.2768.01A,TCGA.NC.A5HN.01A,TCGA.85.7844.01A,TCGA.98.A53J.01A,TCGA.46.6025.01A,TCGA.56.6545.01A,TCGA.85.A4CN.01A,TCGA.63.A5ML.01A,TCGA.63.7021.01A,TCGA.60.2722.01A,TCGA.98.A53H.01A,TCGA.33.4587.01A,TCGA.56.8504.01A,TCGA.NC.A5HJ.01A,TCGA.46.3767.01A,TCGA.43.7657.01A,TCGA.21.1077.01A,TCGA.85.A4JB.01A,TCGA.51.4080.01A,TCGA.85.8580.01A,TCGA.85.8479.01A,TCGA.18.3419.01A,TCGA.22.5492.01A,TCGA.92.8063.01A,TCGA.77.8130.01A,TCGA.34.5239.01A,TCGA.66.2792.01A,TCGA.90.7767.01A,TCGA.98.8020.01A,TCGA.37.4141.01A,TCGA.33.AASL.01A,TCGA.85.A511.01A,TCGA.58.8392.01A,TCGA.77.8131.01A,TCGA.22.5477.01A,TCGA.43.6773.01A,TCGA.68.7756.01A,TCGA.43.3394.01A,TCGA.94.A4VJ.01A,TCGA.66.2727.01A,TCGA.22.4607.01A,TCGA.56.1622.01A,TCGA.66.2781.01A,TCGA.77.7465.01A,TCGA.37.4130.01A,TCGA.77.7337.01A,TCGA.21.1076.01A,TCGA.77.A5GA.01A,TCGA.34.5231.01A,TCGA.60.2723.01A,TCGA.22.5489.01A,TCGA.52.7622.01A,TCGA.NC.A5HD.01A,TCGA.21.1072.01A,TCGA.NC.A5HQ.01A,TCGA.63.A5MU.01A,TCGA.92.7341.01A,TCGA.56.8309.01A,TCGA.21.5786.01A,TCGA.56.5898.01A,TCGA.77.7338.01A,TCGA.94.8035.01A,TCGA.56.A5DR.01A,TCGA.22.5471.01A,TCGA.52.7809.01A,TCGA.96.8170.01A,TCGA.56.8304.01A,TCGA.18.4721.01A,TCGA.77.8009.01A,TCGA.33.6738.01A,TCGA.51.4081.01A,TCGA.43.5670.01A,TCGA.O2.A52V.01A,TCGA.22.5478.01A,TCGA.90.A59Q.01A,TCGA.34.5928.01A,TCGA.46.3765.01A,TCGA.58.8387.01A,TCGA.NC.A5HL.01A,TCGA.22.5473.01A,TCGA.34.5240.01A,TCGA.85.6560.01A,TCGA.NK.A5CR.01A,TCGA.37.5819.01A,TCGA.39.5035.01A,TCGA.85.A512.01A,TCGA.NC.A5HH.01A,TCGA.37.3783.01A,TCGA.94.A5I6.01A,TCGA.18.5595.01A,TCGA.56.A4ZK.01A,TCGA.18.3421.01A,TCGA.LA.A7SW.01A,TCGA.60.2711.01A,TCGA.33.AASI.01A,TCGA.56.8082.01A,TCGA.60.2710.01A,TCGA.33.4547.01A,TCGA.NC.A5HT.01A,TCGA.60.2696.01A,TCGA.33.4532.01A,TCGA.68.8250.01A,TCGA.63.A5MW.01A,TCGA.77.6844.01A,TCGA.56.7731.01A,TCGA.98.A539.01A,TCGA.22.4613.01A,TCGA.92.7340.01A,TCGA.39.5028.01A,TCGA.43.6647.01A,TCGA.63.7022.01A,TCGA.66.2758.01A,TCGA.60.2724.01A,TCGA.77.8145.01A,TCGA.58.A46K.01A,TCGA.94.7033.01A,TCGA.43.2576.01A,TCGA.85.8481.01A,TCGA.39.5030.01A,TCGA.33.6737.01A,TCGA.77.7141.01A,TCGA.18.3414.01A,TCGA.77.7138.01A,TCGA.33.AASD.01A,TCGA.34.5232.01A,TCGA.85.A510.01A,TCGA.39.5034.01A,TCGA.22.1012.01A,TCGA.98.A53A.01A,TCGA.58.8390.01A,TCGA.22.4604.01A,TCGA.77.8146.01A,TCGA.56.7730.01A,TCGA.18.5592.01A,TCGA.33.4538.01A,TCGA.58.A46M.01A,TCGA.43.6770.01A,TCGA.33.A4WN.01A,TCGA.O2.A52Q.01A,TCGA.22.5491.01A,TCGA.85.8048.01A,TCGA.22.5479.01A,TCGA.37.3792.01A,TCGA.63.A5MH.01A,TCGA.33.AASB.01A,TCGA.63.7020.01A,TCGA.70.6722.01A,TCGA.56.8628.01A,TCGA.22.0940.01A,TCGA.37.A5EM.01A,TCGA.63.A5MB.01A,TCGA.98.A53B.01A,TCGA.94.7557.01A,TCGA.58.A46L.01A,TCGA.52.7810.01A,TCGA.34.5236.01A,TCGA.21.1075.01A,TCGA.98.A538.01A,TCGA.56.8308.01A,TCGA.90.7766.01A,TCGA.68.7757.01B,TCGA.77.8144.01A,TCGA.85.8287.01A,TCGA.96.7544.01A,TCGA.98.8023.01A,TCGA.NC.A5HE.01A,TCGA.NC.A5HO.01A,TCGA.85.7710.01A,TCGA.43.7658.01A,TCGA.77.8150.01A,TCGA.77.7335.01A,TCGA.56.8201.01A,TCGA.60.2695.01A,TCGA.66.2744.01A,TCGA.85.A4JC.01A,TCGA.77.8128.01A,TCGA.60.2698.01A,TCGA.85.A53L.01A,TCGA.85.8353.01A,TCGA.43.A56V.01A,TCGA.56.A4ZJ.01A,TCGA.NC.A5HP.01A,TCGA.66.2780.01A,TCGA.92.8065.01A,TCGA.96.A4JK.01A,TCGA.66.2785.01A,TCGA.77.A5G7.01B,TCGA.39.5019.01A,TCGA.85.8072.01A,TCGA.52.7811.01A,TCGA.22.1011.01A,TCGA.O2.A52W.01A,TCGA.63.A5MN.01A,TCGA.39.5029.01A,TCGA.66.2800.01A,TCGA.66.2782.01A,TCGA.22.0944.01A,TCGA.85.A50M.01A,TCGA.90.7769.01A,TCGA.43.6143.01A,TCGA.98.7454.01A,TCGA.56.8624.01A,TCGA.51.6867.01A,TCGA.85.8049.01A,TCGA.66.2788.01A,TCGA.43.2581.01A,TCGA.O2.A52S.01A,TCGA.39.5027.01A,TCGA.77.8148.01A,TCGA.60.2703.01A,TCGA.22.A5C4.01A,TCGA.79.5596.01A,TCGA.85.8070.01A,TCGA.21.1079.01A,TCGA.96.8169.01A,TCGA.J1.A4AH.01A,TCGA.77.6842.01A,TCGA.43.8115.01A,TCGA.66.2763.01A,TCGA.43.8118.01A,TCGA.85.8071.01A,TCGA.85.A5B5.01A
hsa-miR-148a-3p,0.375317,0,0.110733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145748,0,0.457205,0,0.411566,0,0,0,0,0,0,0,0,0,0,0,0.218755,0,0,0,0,0.229647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221387,0,0,0,0.532626,0.515946,0,0,0,0,0,0,0.276897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239909,0,0,0,0.320202,0,0,0,0,0.21357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146477,0,0,0,0,0,0,0,0.340651,0,0,0,0,0.266192,0,0,0,0,0,0,0.199638,0,0,0,0,0,0,0,0.959601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158243,0.160601,0,0,0,0,0,0,0,0,0,0,0,0,0.149706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171093,0,0,0,0,0,0,0,0,0,0.245269,0.185075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9545,0,0,0,0.597612,0,0,0.159028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231353,0,0,0,0,0,0.348018,0,0,0,0,0,0.175704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258792,0,0,0.179607,0,0,0,0,0,0,0,0,0,0.184601,0,0,0.15245,0,0.348339,0,0,0,0.078157,0,0,0.113141,0,0,0,0,0,0,0,0,0.685999,0,0,0.169461,0,0.3343,0,0,0,0.437987,0.084919,0,0,0,0,0,0.495514,0,0,0,0,0,0,0,0.155761,0.177744,0,0,0,0,0.234534,0.273425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286102,0,0,0,0,0,0,0,0,0,0.66662,0.123647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226232,0
hsa-miR-183-5p,3.002535,0.214494,0.6644,1.146928,1.124436,0,0.611565,0.757718,0.468046,0,1.018522,0.783773,0.302827,0,0,0.836074,0.663143,0,0.794565,0.519435,0.680944,0.309631,0.444536,0,0.653952,0.634392,0,0,0.728738,0,0,0.734141,2.057832,4.357308,2.778974,2.047365,0.448209,0.892294,0.86183,0.636612,2.580028,0.337122,3.244492,0.577632,0.546888,0.143323,0,1.383963,0.901645,1.377881,1.342948,0.674796,1.553832,0.353122,0,0,0,0,0.171072,0,0.780076,0.233195,3.633406,0.709376,0.632936,3.842201,0.676394,0,0.221387,0.576193,0.508657,0,0,0,0.742373,1.255324,0.267456,0,0.805728,0,0.276897,0.481778,0.389254,0.518119,0.538518,0.257149,2.172612,0,1.065979,0.539864,0,0,0,1.659991,0,1.510689,0.256089,0.428948,0.492506,0,0.217538,0,2.108627,0,0.451455,0,0.65116,0.239909,0,0.807951,0.883005,1.28081,0.209868,1.044787,0.304158,2.934064,0.85428,1.384133,0.202674,0.55121,0.238395,0.397775,0.224537,0.711292,0.316852,0,0.55816,0.216843,0.641055,0,0.406166,0.2784,0.36651,1.32177,0.453621,2.126569,0,0.419631,0,0.665575,0.980344,1.212038,0,0.15093,0.303361,0,0.547391,0.661214,0.452768,0,1.284552,0,0.879465,0,0,0.361003,0.87787,0,0.664808,0,0.154718,0,0.52833,0.908777,0.248462,0.458,0,0.495816,2.151941,0.146477,0,0,0.704469,0.468058,1.372406,0.781189,0.89358,0.340651,1.174531,0,0.946504,0,0.532384,0.308911,1.219292,0.334497,0.206326,0,0,0.399275,0,0,0,0,0.420196,1.114653,0,2.878803,0.698827,0,0.264715,0,0,1.828215,1.333062,0.398136,0,0,1.578773,0,0,0.791213,0.160601,1.602941,0.585988,0.247128,2.175534,2.080475,0,0.900579,1.239094,0,0.258034,0.169763,0.225902,0.748532,0.15894,0.593983,0.741559,0.917234,0,3.075525,1.183825,0.749127,0,3.470177,0.303788,0,0.496678,0.1375,0.728913,0.792142,0.231674,0.580884,1.057101,0.183211,0,0,0,0.361588,0.245912,0.425053,0,0.84055,1.438841,0.684373,0,0,0,0,0.714718,0.14814,0,0.459895,0.875958,0.245269,0.7403,0,0.579739,0,0.446798,0.425033,0.734072,0.816702,2.293368,2.174245,3.013611,0,0.167954,0.693797,0.598708,0,0.513217,0.321686,0.748331,0.199204,0.244574,2.404012,0.477084,0.720315,0.253631,1.546743,0,0.98455,0,0,0,0,0.545951,0,0.298224,0.685701,0,0.487031,0.188029,0,0.535634,2.093659,0,0.925412,0.591504,2.830243,0.890092,0.258403,0.431803,0.696035,0,0.289786,0.488888,0.541546,0,0.351409,0.993839,0,0.339139,1.498306,0.543787,0,0.277509,0,2.253666,0.589879,2.004273,0.694978,2.582585,0,1.34542,0,1.29396,5.414162,0.715697,0.538822,2.254812,0.223947,1.651712,0.862526,0.954594,1.283498,0,0.505797,0.747316,0.369202,4.03192,2.292411,1.372048,0.789758,1.045016,0.550886,0.15787,0,0.078157,0.630515,0.347525,0.226282,0.608421,0,0.440659,0.975065,0.408777,0,0.34269,0,2.400997,1.2656,0,2.033536,0,0,1.042365,0,0,1.751947,0.169837,0,0.735062,0.364581,1.892456,0.95439,0.247757,0.899156,0,0.62686,2.194209,0.622844,0.52198,0.637734,0.155761,0,1.517267,1.048938,0.641715,0,0,0.820276,1.488011,0.476566,0.889023,0.572591,0,0.700016,0.256255,0,0.954375,0,0,0.150897,0,0.226672,0.573589,0.63776,0.301822,0.247117,0.278549,0,0,0,0,0.193111,0.182609,0.751208,1.35649,0.232294,4.608332,0.53069,1.184893,0,0,0.33011,0.406755,1.886006,0,0.286102,0.170327,0,0,0.257159,0,0,0.341756,0,0.950574,0.999931,1.36012,0.270154,0.557321,0.910562,0.152649,0.414696,0.325909,3.040297,0,0.196626,0.248955,4.187133,0,0.220769,0.77634,0.452466,0.792605,0.567685,0.251643,1.831684,0,0.226232,0.543514
hsa-miR-133a-3p,0,0,0,0,0,0.8759945,0,0,0,0,0.2546305,0.1959435,0,0,0,0.418037,0,0,0,0,0,0,0,0,0.065395,0,0,0.5037795,0,0,0.2286025,0,0.4115665,0,0,0,0.2241045,0,0.086183,0.318306,0,0,0.1158745,0,0,0,0,0,0,0,0.134295,0,0,0,0.3434935,0,0,0,0.085536,0,0,0,0,0,0,0.19211,0,0,0,0,0.084776,0,0,0,0,0,0,0,0,0.1265945,0,0,0,0,0,0.1285745,0,0,0.5329895,0.269932,0,0,0,0,0.141212,0,0.064022,0,0.1231265,0,0,0,0.175719,0,0,0,0,0,0,0,0.1471675,0,0,0,0,0.4890105,0.21357,0,0.2026735,0,0,0.0994435,0,0,0,0,0,0,0,0,0,0.1392,0.0916275,0,0,0,0,0,0,0,0.140049,0,0,0,0.227521,0,0,0,0,0,0.107046,0,0,0,0,0,0,0.151613,0,0.0982325,0,0,0,0,0,0.1145,0,0,0,0,0.2252565,0.108028,0,0.468058,0.3431015,0,0,0,0,0,0,0,0,0,0,0,0.5158145,0,0,0,0,0,0,0.3044225,0.105049,0.159236,0,0.11995,0,0,0,0,0.2009835,0,0.166633,0.099534,0,0,0,0.124869,0,0,0,0,0,0,0.362589,0,0.1469315,0,0,0,0.129017,0,0,0.074853,0,0,0.074156,0,0,0.1922205,0,0,0,0,0,0,0.3725085,0,0.1214855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427735,0,0,0,0,0.1191195,0.14814,0.24608,0,0,0.1226345,0,0,0.144935,0,0,0,0,0,0,0,0,0.120688,0,0.3468985,0,0,0,0.1072285,0,0.199204,0,0,0,0,0.5072625,0,0,0,0,0,0.124822,0,0.090992,0,0,0,0.2269325,0,0,0.113224,0,0,0,0,0,0,0,0.1292015,0,0,0,0,0,0,0,0,0.579739,0,0.1695695,0,0,0,0.1387545,0,0,0,0,0.347489,0,0,0,0,0,0.360944,0,0,0,0,0.2752855,0.107816,0,0,0,0,0,0,0,1.1462055,0,0,0,0,0,0,0,0,0,0,0,0,0.073443,0.0812555,0,0,0,0,0,0,0,0,0.087114,0,0,0,0,0.2189935,0,0,0,0.1822905,0,0,0,0,0,0,0.274276,0,0.130495,0,0.1557615,0,0.108376,0,0.1069525,0,0.117267,0,0,0.238283,0,0.095432,0,0.700016,0.1281275,0.560405,0,0,0,0,0,0,0.1911965,0,0,0.247117,0,0,0,0.580701,0,0,0.182609,0,0,0.0580735,0,0.066336,0,0,0,0.0825275,0,0,0,0,0,0,0,0,0,0,0,0.2539215,0,0,0.185471,0,0,0.3035205,0,0,0,0.217164,0,0,0,0,0,0,0,0.226233,0,0,0.1258215,0,0,0.113116,0
hsa-miR-30a-5p,0,0,0.110733,0,0,0,0,0,0,0,0,0.391887,0,0,0,0,1.326285,0,0.794565,0,0.170236,0.10321,0,0,0.261581,0,0,0,0.145748,0,0,0.183535,0,0,0.231581,0.204736,0,0,0,0,0,0,0,0,0.109378,0.143323,0.244006,0.691982,0,0,0,0.674796,0.258972,0.176561,0.686987,0.287958,0,0,0,0.430372,0,0.233195,0.519058,0.141875,0,0,0,0.31256,0,0.192064,0.169552,0,0,0.515946,0,0,0.267456,0,0.268576,0,0,0,0,0,0.359012,0,0,0,0,0,0,0.805825,0,0,0,0,0.128044,0,0.492506,0,0.435077,0,0,0.315222,0,0,0.217053,0,0.990301,0.403976,0.294335,0.320202,0.209868,0.522393,0,0,0,0,0.202674,0.275605,0,0,0,0.177823,0,0,0.13954,0.216843,0,0,0.203083,0,0,0.264354,0.453621,0.327164,0,0.839261,0,0,0,0,0,0,0.303361,0,0,0,0,0,0.214092,0,0,0,0,0.722006,0,0.303226,0,0.392931,0.309436,0,0.17611,0,0,0.229,0.231634,0,0,0.292955,0,0.432112,0.234823,0,0,0,0,0,0,0,0,1.254539,0,0.308911,0,0,0.206326,0,0,0,0,0,0,0,0.210098,0.159236,0,0.2399,0.232942,0.321179,0.264715,0,0,0.304702,0.666531,0,1.749539,0,1.578773,0,0,0.474728,0,0,0.585988,0,0.725178,0,0,0,0.826063,0,0,0.169763,0.225902,0.299413,0,0.593983,0.148312,0.183447,0,0,0,0.249709,0,0,0.151894,0.339625,0.745017,0.1375,0,0.158428,0,0,3.171304,0.183211,0,0,0,0.361588,0.245912,0,0,0,0,0.085547,0,0,0,0,0,0.14814,0,0,0.250274,0,0.185075,0,0,0,0,0,0.734072,0,0,0,0,0,0,0,0,0.1909,0,0,0,0,0,0.34343,0.318056,0,0,0.220963,0.566787,0,0,0,0.499289,0,0,0.562926,0,0,0.453865,0,0.188029,0,0,0,0,0,0,0.566049,0,0,0.215901,0,0,6.230403,0,0,0,0,0.33128,0,0,0,0,0,0,0,0.281708,0,0,0.347489,0.645646,0,0,0,0,0,0,0,0,0.223947,0,0,0.954594,0.142611,0,0,0,0.184601,0,0,0,0,0.348339,0,0.31574,0.983807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3616,0.73342,0,0,0.3343,0,0,0.760318,0,0.084919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155761,0,0,0.524469,0.213905,0,0,0,0.148801,0,0,0,0,0,0,0.560405,0.477188,0,0,0.301794,0.549108,0.226672,0.191196,0,0,0.741352,0,0,0.524989,4.355257,0,0.096556,0,0.751208,0.193784,0.348441,0.242544,0.132672,0,0,0,0,0,0,0.180098,0.286102,0.170327,1.181691,0.771963,0,0,0,0.341756,0,0,0,0,0.540308,0.27866,0,0.152649,0,0,0,0.252148,0,0.248955,1.141945,0,0.441539,0.77634,0,0.132101,0,0.377465,0.610561,0.621683,0,0
